,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,266458189,author_id: 266458189,coversation_id: 849219072189501440,849219072189501440,2017-04-04T11:54:33.000Z,"[{'start': 0, 'end': 14, 'username': 'WilliamJHague', 'id': '122994639'}, {'start': 15, 'end': 25, 'username': 'Telegraph', 'id': '16343974'}]",849228694900133892,id: 849228694900133892,122994639,en,0,0,0,0,"[{'type': 'replied_to', 'id': '849219072189501440'}]",everyone,Twitter Web Client,@WilliamJHague @Telegraph until now no 1 knows why US &amp; European tail r chasing North Korea,2011-03-15T07:56:02.000Z,Professional Consultant. Living in Thailand. Interested in Ontology & Cybernetics,266458189,John Churchilly,689,267,28,43712,TheMeso,False
