,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,869619261840535554,author_id: 869619261840535554,coversation_id: 983983770046025733,983983770046025733,2018-04-11T16:02:26.000Z,"[{'start': 0, 'end': 13, 'username': 'WeyandSabine', 'id': '497291858'}, {'start': 14, 'end': 30, 'username': 'GermanyonBrexit', 'id': '936699571673141248'}]",984099361670905856,id: 984099361670905856,497291858,en,0,0,0,0,"[{'type': 'replied_to', 'id': '983983770046025733'}]",everyone,Twitter Web App,"@WeyandSabine @GermanyonBrexit #fbpe While it is completely correct how #eu27 is responding towards #brexit UK, it seems a bit odd to be so hard/resolute on UK, yet so soft/flexible on Poland, Hungary etc. If #eu countries step out of line they should forfeit membership &amp; #freedomofmovement -fair's fair.",2017-05-30T18:19:23.000Z,Impat. Future 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺 passport. #scifi. Gamer. Purveyor of mince since birth. Miranda Hobbes + Sophia Petrillo's love child. Brexit cynic.Tweets ents,869619261840535554,Mr Celtic | 🇪🇺🎮👽🏳️‍🌈 | 3x💉| trans ally,6411,5842,5,53370,zcelticboy,False
1,736287962,author_id: 736287962,coversation_id: 983983770046025733,983983770046025733,2018-04-11T12:36:40.000Z,"[{'start': 0, 'end': 13, 'username': 'WeyandSabine', 'id': '497291858'}, {'start': 14, 'end': 30, 'username': 'GermanyonBrexit', 'id': '936699571673141248'}]",984047579775361029,id: 984047579775361029,497291858,de,0,0,0,0,"[{'type': 'replied_to', 'id': '983983770046025733'}]",everyone,Twitter Web Client,@WeyandSabine @GermanyonBrexit Völlig selbst zugefügt.,2012-08-04T07:24:02.000Z,"Commercial & Agricultural Property Solicitor, Companion of John Ruskin's Guild of St George, Biker, & likes cycling old rail trails. RTs ≠ Endorsements.",736287962,Philip J Taylor,3251,3004,104,384312,PhilipJTaylor1,False
2,2166411924,author_id: 2166411924,coversation_id: 983983770046025733,983983770046025733,2018-04-11T09:02:59.000Z,"[{'start': 10, 'end': 23, 'username': 'WeyandSabine', 'id': '497291858'}]",983993805794889728,id: 983993805794889728,1860013098,en,1,0,0,0,"[{'type': 'replied_to', 'id': '983985298559393792'}]",everyone,Twitter for Android,"@EULawUCD @WeyandSabine Plus, did you see the similar wording (... in UK's interest to keep rules/laws aligned with EU rules...) from barnier and Norwegian minister? Very telling! 👏👏👏
 I am glad to see EU 27 and efta sticking to principles 😘",2013-10-31T10:33:52.000Z,Wood geek in former life. Serious about single malt whisky. Constructivist Grounded Theory (Charmaz) masochist. Don't suffer fools gladly (at all!),2166411924,Vera Tens🕷UN🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🇩🇪🏳️‍🌈,1134,1134,29,52900,VeraTensTXL,False
3,1860013098,author_id: 1860013098,coversation_id: 983983770046025733,983983770046025733,2018-04-11T08:29:11.000Z,"[{'start': 0, 'end': 13, 'username': 'WeyandSabine', 'id': '497291858'}]",983985298559393792,id: 983985298559393792,497291858,en,2,0,1,0,"[{'type': 'replied_to', 'id': '983983770046025733'}]",everyone,Twitter for iPhone,@WeyandSabine Barnier on Brexit: 'I recommend you do not underestimate the difficulties.',2013-09-13T09:26:23.000Z,For anyone interested in European Union law and policy. Tweets on other topics: @ProfGBarrett,1860013098,EU Law & Policy,2067,488,57,14743,EULawAndPolicy,False
