,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,1230088578,author_id: 1230088578,coversation_id: 1010160817852043264,1010160817852043264,2018-06-25T09:31:42.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1011180120021913600,id: 1011180120021913600,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter Web Client,"@MinPres Ja nog een paar jaar tot dat begeerde EU stoeltje, dus maar beter de EU manier promoten en het zeteltje veilig stellen, zo mooi gedaan weer Mark. Nog even een pondje vitamine D erin en gaan met die EU banaan.",2013-03-01T15:27:05.000Z,DemissionairNederlander,1230088578,Jurjen dijkhuis DemissionairNederlander,684,712,1,29145,zegeh,False
1,461869734,author_id: 461869734,coversation_id: 1010160817852043264,1010160817852043264,2018-06-24T08:47:44.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010806669679489025,id: 1010806669679489025,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Alleen praten over een beleid lost het probleem niet op! Boten terugsturen wel! Europeese boten die migranten oppikken en aan land brengen vervolgen wegens mensensmokkel ook!,2012-01-12T08:52:27.000Z,,461869734,Ton van Kooi,53,55,0,11421,TonvanKooi,False
2,883986025646882817,author_id: 883986025646882817,coversation_id: 1010160817852043264,1010160817852043264,2018-06-24T05:46:37.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010761089678741505,id: 1010761089678741505,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,"@MinPres Luister eens naar je onderdanen,, man van het volk, we willen alleen maar ons eens zo mooie Europa behouden en absoluut geen EU",2017-07-09T09:47:46.000Z,Nieuws Kranten & Tijdschriften Online journalistiek,883986025646882817,Bert,92,199,1,6516,Bert91309904,False
3,950234820,author_id: 950234820,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T17:32:46.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010576409792794626,id: 1010576409792794626,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Criminelen moet je opsluiten.,2012-11-15T18:30:01.000Z,Als klootzakken konden vliegen Was het vliegveld beslist hier.,950234820,gerard ammerlaan,7,18,0,959,GerardAmmerlaan,False
4,418876755,author_id: 418876755,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T14:54:12.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010536507717939200,id: 1010536507717939200,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for iPad,"@MinPres Het lukt Rutte niet eens Nederland in eigen hand te houden, laat staan dat Europa er nog bij kan. Problemen oplossen is iets dat je moet doen en niet alleen wil bespreken. EU leeft niet heel lang meer, ook met tegenstribbelen van Italië nu. Nederland moet eigenwaarde houden!",2011-11-22T17:43:05.000Z,Like to travel. Dutch. 🇳🇱 Sometimes I love to share. #gedichten #fotografie #teksten tegen de macht uit EU en grote angst voor de Islam.,418876755,Jasper de Jong,1159,1548,1,13025,jong_jasper,False
5,81065175,author_id: 81065175,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T14:31:39.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010530832828784646,id: 1010530832828784646,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter Web Client,"@MinPres Met de boot terug voor plaatsing in speciale EU toelatingscentra. Ook reeds uitgeprocedeerd dan per boot of vliegtuig daarheen voor UNHCR opvang. Overzetten via smokkelboten heeft dan geen zin meer. Terug naar toelatingscentra, Eventueel centra op kunstmatig aangelegde eilanden.",2009-10-09T08:53:30.000Z,"International sounding board for Justice.
Nederlands-English-Deutsch-Français-Español",81065175,Leo Vriends,199,843,4,33845,LeoVriends,False
6,880850411317596161,author_id: 880850411317596161,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T09:17:40.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010451815681462277,id: 1010451815681462277,155507136,nl,1,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Haha ik zag je neus weer groeien.  Waar ga je die nu weer insteken?,2017-06-30T18:07:58.000Z,,880850411317596161,Ronald Dek,2,34,0,149,ronald_dek,False
7,946846070927224833,author_id: 946846070927224833,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T08:01:27.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010432634399412224,id: 1010432634399412224,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Kap eens met dat tuig hier heen halen nog effe dan kunne wij Nederlanders op straat wonen laat ze govere lekker op zee verzuipen dat tuig,2017-12-29T20:51:09.000Z,Vraag er maar naar 🤣🤣🤣,946846070927224833,Dick,10,199,0,157,Dick0621909776,False
8,3001542745,author_id: 3001542745,coversation_id: 1010160817852043264,1010160817852043264,2018-06-23T06:39:39.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010412047098613760,id: 1010412047098613760,155507136,nl,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Hypocriet!,2015-01-29T15:10:07.000Z,Anti EU. Patriot. Nederlandse taal- en letterkunde aan de OU gestudeerd. Redacteur poëzie- en prozabundels. Aoo bd. (mil) Staf  IGDKL,3001542745,Albert Strijker,1998,1694,22,89941,trebla7470,False
9,893865864348536833,author_id: 893865864348536833,coversation_id: 1010160817852043264,1010160817852043264,2018-06-22T21:44:18.000Z,"[{'start': 0, 'end': 8, 'username': 'MinPres', 'id': '155507136'}]",1010277320958070787,id: 1010277320958070787,155507136,lt,0,0,0,0,"[{'type': 'replied_to', 'id': '1010160817852043264'}]",everyone,Twitter for Android,@MinPres Pinokio in aktie,2017-08-05T16:06:44.000Z,,893865864348536833,w12move,538,57,0,261402,w12move,False
