,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,2356127598,author_id: 2356127598,coversation_id: 667357026994028544,667357026994028544,2015-11-20T08:07:16.000Z,"[{'start': 28, 'end': 44, 'username': 'MustafaAkinci_1', 'id': '2152923580'}]",667615176271769600,id: 667615176271769600,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '667357026994028544'}]",everyone,Twitter for iPhone,“@PHammondMP: Good talks w\ @MustafaAkinci_1. UK supports both leaders courage &amp; intense efforts to find settlement deal in Cyprus,2014-02-22T10:09:33.000Z,"Reshaping the World: Ethics, Global Governance, Policy & Strategy in the New Millennium, Editor Pedro Meléndez-Ortiz #DigitalDiplomacy",2356127598,Diplomacy140,4023,1768,238,123328,Diplomacy140,False
