,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,899378023094530048,author_id: 899378023094530048,coversation_id: 1047133053380956160,1047133053380956160,2018-10-05T10:25:11.000Z,"[{'start': 0, 'end': 16, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 17, 'end': 30, 'username': 'Adrian_Quark', 'id': '944903642905276416'}, {'start': 31, 'end': 44, 'username': 'Channel4News', 'id': '14569869'}]",1048157145148137474,id: 1048157145148137474,196214793,en,2,0,0,0,"[{'type': 'replied_to', 'id': '1047133053380956160'}]",everyone,Twitter Web App,"@siobhankennedy4 @Adrian_Quark @Channel4News Vauxhall &amp; Toyota come over to NI and set up your factories here as we shall either get a special deal to remain in the EU or we shall remain in the EU via a UI referendum.
We could do with some investment and jobs here especially in the Glens Of Antrim area.
#Think32
# Brexiter",2017-08-20T21:10:05.000Z,McKeegan International Limited & McKeegan Logistics Limited European Transport Solutions Fully GDP accredited for the transport of pharmaceutical products.,899378023094530048,Seamus McKeegan 🇪🇺 #RejoinEU #Think32,638,403,2,8235,seamus_mckeegan,False
1,3225074765,author_id: 3225074765,coversation_id: 1047133053380956160,1047133053380956160,2018-10-05T08:53:38.000Z,"[{'start': 0, 'end': 13, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 14, 'end': 25, 'username': 'JHinkley24', 'id': '2231330550'}, {'start': 26, 'end': 42, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 43, 'end': 56, 'username': 'Channel4News', 'id': '14569869'}]",1048134105811091456,id: 1048134105811091456,408454349,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047136228188049408'}]",everyone,Twitter for Android,@hilarybennmp @JHinkley24 @siobhankennedy4 @Channel4News Yes some great business case option appraisals SWOT must have been someone NP 10! To get to #Chequers  v No deal,2015-04-30T19:12:20.000Z,"Global Britain, protect the Union, liberty, freedom of speech, ensure UK reforms politics & become a better Democracy

Follows/retweets are not endorsements.",3225074765,@bowdbow,1005,925,7,18434,bowdbow,False
2,19978359,author_id: 19978359,coversation_id: 1047133053380956160,1047133053380956160,2018-10-05T02:39:03.000Z,"[{'start': 0, 'end': 16, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 17, 'end': 31, 'username': 'MartinRemains', 'id': '3929075062'}, {'start': 32, 'end': 45, 'username': 'Channel4News', 'id': '14569869'}]",1048039836458790913,id: 1048039836458790913,196214793,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047133053380956160'}]",everyone,Twitter for iPhone,"@siobhankennedy4 @MartinRemains @Channel4News We don’t have to do this. 

#PeoplesVote",2009-02-03T15:44:30.000Z,Tropical Gardener🌴Often abroad in foliage🌿🏝🗣🇫🇷🇪🇸🇯🇵🏏🏉#Quins #COYS #FBPE 🇪🇺🌍 Vinophile 🍇🍷Cycling 🚵🏼‍♀️ 🎼Keep on chooglin’ 🙌🏼😊#CouchPeloton,19978359,Monts 🌴🌏,8164,7934,5,31389,jardinmondial,False
3,257180365,author_id: 257180365,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T19:57:05.000Z,"[{'start': 0, 'end': 10, 'username': 'cyprus364', 'id': '3405387586'}, {'start': 11, 'end': 24, 'username': 'thedweebster', 'id': '142657816'}, {'start': 25, 'end': 38, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 39, 'end': 55, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 56, 'end': 69, 'username': 'Channel4News', 'id': '14569869'}]",1047938678708948994,id: 1047938678708948994,3405387586,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047766289123565570'}]",everyone,Twitter for Android,"@cyprus364 @thedweebster @hilarybennmp @siobhankennedy4 @Channel4News We all support British manufacturing (maybe not munitions). But just because parts are assembled in the UK..
Have you thought about how the supply chain will work once we have barriers? 
Multinational companies dont care  they will move wherever they can get lowest overall costs",2011-02-24T22:18:51.000Z,Interested in sustainability,257180365,Heating engineer 🇺🇦 💙,695,2463,4,20054,PeteG1001,False
4,257180365,author_id: 257180365,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T07:04:43.000Z,"[{'start': 0, 'end': 10, 'username': 'cyprus364', 'id': '3405387586'}, {'start': 11, 'end': 24, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 25, 'end': 41, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 42, 'end': 55, 'username': 'Channel4News', 'id': '14569869'}]",1047744306398855168,id: 1047744306398855168,3405387586,en,4,0,3,0,"[{'type': 'replied_to', 'id': '1047139452450148353'}]",everyone,Twitter for Android,@cyprus364 @hilarybennmp @siobhankennedy4 @Channel4News Which british cars?,2011-02-24T22:18:51.000Z,Interested in sustainability,257180365,Heating engineer 🇺🇦 💙,695,2463,4,20054,PeteG1001,False
5,22001436,author_id: 22001436,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T19:00:31.000Z,"[{'start': 0, 'end': 13, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 14, 'end': 30, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 31, 'end': 44, 'username': 'Channel4News', 'id': '14569869'}]",1047924442523951104,id: 1047924442523951104,408454349,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047136228188049408'}]",everyone,Twitter for iPad,@hilarybennmp @siobhankennedy4 @Channel4News We have to #stopbrexit . You surely know this?,2009-02-26T12:01:46.000Z,"Maker of Theatre, Teacher of Acting, Hater of Brexit, Lover of Cats. Artistic Director of @YatIslington",22001436,Andrew Harries. Walking Wounded.,4149,4259,13,34390,AndrewCHarries,False
6,1543586264,author_id: 1543586264,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T18:31:03.000Z,"[{'start': 0, 'end': 16, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 17, 'end': 28, 'username': 'ChrisW1209', 'id': '526787924'}, {'start': 29, 'end': 42, 'username': 'Channel4News', 'id': '14569869'}]",1047917028168925185,id: 1047917028168925185,196214793,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047133053380956160'}]",everyone,Twitter for Android,@siobhankennedy4 @ChrisW1209 @Channel4News No doubt they still see it as Project Fear. God help us this Government certainly won't,2013-06-24T16:03:07.000Z,"Wife & Husband team who worked together designing, producing and marketing glass art now retired",1543586264,Peter & Joy Cole,867,2427,17,66461,JoiaGlass,False
7,3929075062,author_id: 3929075062,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T18:17:43.000Z,"[{'start': 0, 'end': 13, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 14, 'end': 30, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 31, 'end': 44, 'username': 'Channel4News', 'id': '14569869'}]",1047913671635193856,id: 1047913671635193856,408454349,en,3,0,0,0,"[{'type': 'replied_to', 'id': '1047136228188049408'}]",everyone,Twitter for iPhone,@hilarybennmp @siobhankennedy4 @Channel4News Mr. Benn perhaps you would go a step further and say that all forms of Brexit are worse than no Brexit?,2015-10-11T15:55:57.000Z,What?,3929075062,Dr Martin Opposes Gov’t Corruption,25678,8964,112,190566,MartinRemains,False
8,2817028863,author_id: 2817028863,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T16:55:18.000Z,"[{'start': 0, 'end': 14, 'username': 'Francesbarnby', 'id': '796754536358678529'}, {'start': 15, 'end': 26, 'username': '111meeuwis', 'id': '4047251667'}, {'start': 27, 'end': 40, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 41, 'end': 57, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 58, 'end': 71, 'username': 'Channel4News', 'id': '14569869'}]",1047892930512470018,id: 1047892930512470018,796754536358678529,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047788153103417344'}]",everyone,Twitter for iPad,@Francesbarnby @111meeuwis @hilarybennmp @siobhankennedy4 @Channel4News All Margret Thatchers good work bring car plants to the UK now like the Single Market being flushed down the plug hole by Tory politicians not fit to clean her shoes let alone as they like to think fill them,2014-10-08T21:44:25.000Z,"Interests, Modern and Heritage Railways, 30 years war and U boat war, Scottish No voter, EU voted remain, now signed up remoaner",2817028863,lawrence kemp,81,123,1,3869,KemplLkemp,False
9,280614641,author_id: 280614641,coversation_id: 1047133053380956160,1047133053380956160,2018-10-04T12:09:11.000Z,"[{'start': 0, 'end': 10, 'username': 'cyprus364', 'id': '3405387586'}, {'start': 11, 'end': 24, 'username': 'hilarybennmp', 'id': '408454349'}, {'start': 25, 'end': 41, 'username': 'siobhankennedy4', 'id': '196214793'}, {'start': 42, 'end': 55, 'username': 'Channel4News', 'id': '14569869'}]",1047820929332649985,id: 1047820929332649985,3405387586,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1047139452450148353'}]",everyone,Twitter for iPhone,@cyprus364 @hilarybennmp @siobhankennedy4 @Channel4News It's called future proofing!,2011-04-11T17:51:19.000Z,"Love rugby, golf, politics, punk, reggae. Roots Dublin, Leinster, Ireland, Europe. Love London Sept to July, Perpignan in August.",280614641,Tony Kav #FBPE #FBPPR #PR #CustomsUnion2026,2504,3125,2,3779,tonykav1,False
