,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,145703465,author_id: 145703465,coversation_id: 722833043044507649,722833043044507649,2016-04-24T11:42:00.000Z,NA,724201723234029568,id: 724201723234029568,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '722833043044507649'}]",everyone,Twitter Web Client,"@PHammondMP ""No cause, no God, no abstract idea can justify the mass slaughter of innocents"".",2010-05-19T17:17:46.000Z,Publisher; lifelong learner instigated by traumatic brain injury; Augment memory daily using Twitter. Activist: TBI Mental Health Cancer Politics Economics,145703465,Michelle Clarke,2882,4178,729,614150,canisgallicus,False
