,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified
0,254947242,author_id: 254947242,coversation_id: 528177545393750016,528177545393750016,2014-11-01T23:38:14.000Z,"[{'start': 5, 'end': 18, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 50, 'end': 61, 'username': 'JMDBarroso', 'id': '376819013'}, {'start': 69, 'end': 77, 'username': 'Twitter', 'id': '783214'}]",528692520377942016,id: 528692520377942016,17675072,en,0,0,0,0,"[{'type': 'replied_to', 'id': '528177545393750016'}]",everyone,Twitter Web Client,"Dear @MartinSchulz, @BarrosoEU is dead, long live @JMDBarroso ! Your @twitter account for Mr Barroso is obsolete, and so appears in black ;)",2011-02-20T10:14:44.000Z,#OuiLesTempsChangent🌊 | Avec @sandrousseau @NUPES_2022_ @ecoloparis16 @EELV | Vidéaste/photographe | ABONNEZ-VOUS: https://t.co/UJIoT44tvk,254947242,Frederick M 💙💛 #NUPES 💚❤️ #JeSuisAmish 🌻🇪🇺,2640,3860,304,104101,Frederick_M_,False
